5,"Phone works great. Features are different than previous phones (I had a really old one), but I got used to it quickly."
5,"Chose this phone for my wife over the iPhone X. Works like previous models, no issues thus far."
5,This is a beautiful phone but if you have the 7 wait to upgrade. My daughter had the 6 and we needed the 64 GB of storage that comes standard with this phone. There is almost no difference between the 7 and the 8 other than the better camera and the glass finished back. It is a great phone though if you are upgrading from a 6.
5,"The iPhone 8 is a blend of old-school and new-school feel and design. You'll find many of the same features from the iPhone 4, 5 and 6 built in this model. What stands out to me is the progression of the technology and the need to access information more accurately. The iPhone achieves this goal. A++ overall."
5,This is exactly like every other phone. It’s really great. I can’t wait to post what I’m eating for dinner.
5,Could not have waited any longer...this phone is superlative in all aspects. Everyone should buy this Apple...
5,"IOS 11 is amazing and since I've upgraded from a (6s) to the (8) I have absolutely no regrets. Overall great, reliable, and fast phone."
3,"I like the iPhone 8, but it seems like you have to do an update more frequently than any iPhone I have had in the past"
4,"Upgraded from iPhone 6s and the battery lasts much longer, great product overall, just the new iOS was crashing, all fixed now"
5,"So far, so good with the iPhone 8. Battery lasts a long time compared to old iPhone."
5,I have had the iphone since it came out in 2007 and have always been a fan. got this 1 for the kids and the X for my wife and myself. love the picture quality and the sound that comes from the phone it is even better on the X and it is so fast. Truly one of the best.
5,I have had the iphone since it came out in 2007 and have always been a fan. got this 1 for the kids and the X for my wife and myself. love the picture quality and the sound that comes from the phone it is even better on the X and it is so fast. Truly one of the best.
5,Easy to use. Love the camera and all the features.
5,I used dated blackberry for years. I love the pictures
5,Just updated from a 5S after several years. This phone has a great size screen and a great speaker. So much easier to hear.
5,"I love my new iPhone8. It is amazing, everything I ever wanted. The display is beautiful. I feel bad for everyone without one."
1,I didn’t get reward points for this. Please transfer reward points
5,Love all the upgrades made to the new iPhone. Life is better
5,Phone works good and has a lot of newer features. Verizon is the best carrier.
5,"I had a 6 and when that died because of water damage, upgrading to the 8 was easy and simple. Other than a few minor upgrades it’s basically the same as the iPhone6 which I loved so this was a no brainer. A big plus is that the 8 is water resistant and see above why that is a big deal!"
4,Hope battery lasts longer than 6s has recently. Like the updated camera features.
4,Like the updated camera features. Hope the battery hold charge longer than old phone.
2,I bought 2. One was defective out of the box. Had to buy another and wait for my credit on the defective one. Thought seriously about switching to a droid. Wish i had of. Reload from the icloud did not go well. Very poor work by Apple! Very didappointed
5,"The iPhone 8 is an amazing upgrade from my old iPhone 6. I loved the form factor of the 6 so I’m very happy that the 8 is almost identical in this regard. 

The TouchID is a LOT better than it was on the 6. It unlocks almost instantly, and it recognizes my fingerprint much more often then my 6 has been."
5,Very happy with this phone and all of the improvements to it.
5,This was a much needed upgrade for me and it more than meets my expectations. Love this phone!
5,"Easy to navigate, larger memory, screen is easy to read"
5,Has a larger memory than my iphone 5. Easy to navigate
5,Got to replace a iPhone 6. Very happy w phone and amount of storage.
5,Well its iphone!! i definitely recommend X if you like iOS
5,The new IPhone 8 is a great upgrade to my old IPhone 6s plus. The camera is amazing along with many new features and enhancements.
5,Must have. Best iPhone yet. Best size and functions!
5,"I switched from Samsung to my first ever iPhone. I love the size. I do not like how big all the other phones are getting, so I hope Apple continues to offer this size and quality."
5,Does exactly what it says it does. Great product for the money!
5,Watta design and camera is awesome. Just lacking portrait on front camera except that phone is awesome
5,My new i8 is great! I was very happy with the store's employees. Very helpful and fast!
5,This phone has an easy to hold size. I love the graphics in the apps
5,"Yep, had to do it. Bought my first smart IPhone and am very pleased thus far. Feels good and performs great. Still have a lot to learn but what great fun."
5,"Great phone... look I know many people don’t understand the difference between 7 and 8, and saying that why you would just get the x... well that’s the thing it’s all relative! The phone you love is not bast one fancy features... it’s based on you! I love this phone and my husband loves those old flip phones that don’t do anything lol it’s just preference! So... 7? 8? X? Who cares? You... only you...!"
5,iPhone hasn’t let me down. Not many new upgrades on this phone from my 6s that I have noticed. I am just a basic user pictures/text/calls/ and a few apps
