5,"I've had the phone for nearly a month now and I love it. I probably didn't need to upgrade, as my Galaxy S5 was perfectly functional although seemed to be running slower. I'm not much of a phone-tographer, but the cameras seem to be a big improvement over the S5. Camera functions too, feel more intuitive and quicker. Im not a huge fan of the curved edges. Aside from allowing more comfort for the hand, the edge feels more like a gimmick than anything. It essentially disappears once the phone is in a case, which is almost a necessity considering the price. I understand some might find it annoying that the fingerprint sensor is now on the back of the phone, but I haven't yet gotten onboard with biosecurity technology. I still like my 4 digit PIN, so I can't speak to the iris scanner or facial recognition either. I was worried about the absence of a tactile home button, but it hasn't been an issue. Bixby, like biosecurity, is something I haven't found a use for yet. It's exclusive button is very close to the volume down button, which can be mildly aggravating if you are relying on touch alone to minimize sound. Speaking of sound, the speaker is now on the bottom of the phone as opposed to the back. As someone who watches/listens to a good deal of media on my phone, I find this change from my S5 a great improvement. As for battery life, I've been extremely satisfied so far. I was very happy with my S5's battery life and I find that my S8 lasts considerably longer. I am slightly nervous about not having access to my battery, though. Over the two and a half years I used my S5 I did have to remove the battery a handful of times to reset the phone due to unresponsiveness or glitches. Another improvement over the S5 is lack of a plastic back, which made that phone feel cheap. Conversely, the higher end metal and glass back of this phone make it feel incredibly fragile. It's too bad that something so sleek and well-designed requires a case to keep it from scratches, scuffs and cracks. The advertised ""infinity screen is non-existent with the addition of even the slimmest case. Lastly, I really like the included headphones in comparison to those of the S5. They are a little more substantial in the ear, keeping them from popping out and also allowing a good deal of noise-cancellation. The cord feels to be made of a sturdy metal mesh that comes off as rugged and long-lasting."
5,"Very hard to change from IPhone 6 because we intended on waiting for IPhone 8. Took the plunge and very pleased with S8, very fast, simple and can't say we will be going back to iphone."
5,"Switched from an LG G5
The phone is very fast and so far my battery is lasting longer than a day with a lot of use. I left the screen on 1080 which still looks great. As someone else pointed out, screen protectors are a pain and not just the zagg one. None of them seem to fit the slight curve. Phone is fast and looks amazing"
5,"Camera is great, phone and apps are easy to work with, loving it better than my iPhone 6S."
5,Love this phone and all that it can Do! Always buy our phones from best buy. They take great care of their customers.
4,"So I was really excited to get this phone. It looks great, it's fast, the call clarity is superb, the screen size is amazing, and the camera is top notch. BUT, the screen has already cracked. The phone has not been dropped yet, and I'd like to think I take good care of it. I noticed a small spec in the screen one afternoon, and it got worse over the next few days, and now it runs up an down the entire screen. I honestly have no idea what I did to make this happen. I guess now I am stuck with it for 24 more months. Luckily, none of the functionality seems lost, so I am still enjoying it for the most part."
5,"THIS phone is awesome no matter what way you put it. The design is freakin' beautiful! Awesome screen, thin, it's fast, and everything yoou want in a smartphone. Well worth the money."
5,"Very nice phone. It's the latest flagship phone from Samsung and it does not disappoint. The screen is beautiful, the performance is snappy. The USB-C port is convenience, and, importantly to me, the new Samsung S8/S8+ support video-out via the USB-C port. You need to buy a USB-C to HDMI adapter separately, though."
5,"I decided the time and price were right to upgrade from my Galaxy S5, which I had for about three years, to the S8 and overall I am pleased with it.

Compared to the S5 the S8 is thinner, narrower, and made of slick/shiny guerrilla glass. This might be good for smaller hands to hold but for me this phone required a case for better grip. So after a week of use I decided to purchase the Urban Armor Gear Monarch case which provides the right amount of width and grip as well protection and still fits in my pocket without being bulky.

The picture is bright and clear, even on the lowest setting. The external speaker at the bottom of the phone sounds surprisingly good, too. You just have to remember not to keep your hand over it or you'll muffle the sound. Of course you could also use the enclosed earbuds provided by AKG or your own as this phone has a headphone jack. The calls I've made so far have come in loud and clear. 

I use the retina scan to unlock the phone and it works very well so far. Also, I plan to get the fast charge pad, but for now I'm using the fast charge cord the it came with. 

Just a few suggestions for Best Buy:
1. Have a few sample cases at the display table so customers can compare the feel of the phone both with and without a case. 
2. I found out my Best Buy credit card is not supported on Samsung Pay or Android Pay, even though it has the Citi logo. I called the Samsung Pay help desk and I was told the card was not supported because it was issued by Best Buy rather than Citi. So I am hoping Best Buy can lobby for all its credit card members to get the Best Buy credit card included with Samsung Pay and Android Pay. I know I would use that app."
3,"As always, the Galaxy S8 is a step forward for mobile technology, though some of the choices they made are rather bizarre. What I do admire is the new Super AMOLED display, which works well in almost any lighting situation without manually adjusting your brightness. I also like the other typical things, like external memory, good screen size, and 4K resolution.

Unfortunately, as I mentioned previously, there are a few things I'm not totally comfortable with. For Instance, the Edge Screen has been a nuisance while attempting to type until I had to turn it off. The Bixby commands are way too easy to trigger. For example, if you're trying to adjust the volume of something, your finger slips and you turn Bixby on. Swipe left on your home screen too much, Bixby turns on. Don't get me wrong, I like Bixby, I just wish that it wasn't so intrusive.

Finally, for one of my biggest gripes, they changed the aspect ratio of the phone. You see, instead of expanding in both dimensions, the Galaxy S8 decided to expand only vertically. While this means that it can better fit in places like cup holders or pants pockets, it also means that they changed the aspect ratio to 18:9. I wouldn't have as much of an issue with this if more things were integrated with that. A lot of apps are stuck in 16:9, and changing that could break the application. This means that 11% of the screen is wasted on black space. This is something I hope they go back on with the Galaxy S9.

Overall, I think that the Galaxy S8 is just okay, which is bad for a Samsung."
